Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4200,CA-2017-104199,2017-12-22,2017-12-26,Second Class,CG-1234,Customer 1234,Consumer,United States,Houston,Florida,21455,East,FU-17143,Furniture,Furnishings,Furnishings Model 763,2473.92,5,0.2,229.81
4201,CA-2017-104200,2017-09-20,2017-09-22,First Class,CG-1235,Customer 1235,Corporate,United States,Chicago,New York,19331,West,OF-20559,Office Supplies,Paper,Paper Model 121,276.04,5,0.4,40.17
4202,CA-2017-104201,2017-02-10,2017-02-16,Standard Class,CG-1236,Customer 1236,Home Office,United States,Houston,New York,51788,South,OF-65556,Office Supplies,Binders,Binders Model 127,331.93,7,0.1,48.32
4203,CA-2015-104202,2015-07-14,2015-07-20,Standard Class,CG-1237,Customer 1237,Corporate,United States,Chicago,California,13515,West,OF-95982,Office Supplies,Envelopes,Envelopes Model 814,262.43,4,0.4,33.12
4204,CA-2017-104203,2017-04-04,2017-04-09,Standard Class,CG-1238,Customer 1238,Home Office,United States,Seattle,California,92148,East,FU-22102,Furniture,Bookcases,Bookcases Model 153,1000.4,4,0.0,-75.62
4205,CA-2017-104204,2017-06-15,2017-06-21,Standard Class,CG-1239,Customer 1239,Home Office,United States,Seattle,Washington,13009,East,OF-83699,Office Supplies,Paper,Paper Model 537,322.36,5,0.3,51.34
4206,CA-2017-104205,2017-08-04,2017-08-10,Standard Class,CG-1240,Customer 1240,Home Office,United States,Seattle,Texas,60545,West,TE-26310,Technology,Accessories,Accessories Model 791,311.97,1,0.3,43.11
4207,CA-2014-104206,2014-10-06,2014-10-07,Same Day,CG-1241,Customer 1241,Home Office,United States,Seattle,New York,45974,Central,TE-39904,Technology,Accessories,Accessories Model 310,568.01,2,0.5,5.11
4208,CA-2017-104207,2017-06-18,2017-06-19,Same Day,CG-1242,Customer 1242,Consumer,United States,New York,California,18143,Central,TE-23465,Technology,Machines,Machines Model 278,706.74,2,0.4,-58.54
4209,CA-2015-104208,2015-10-04,2015-10-05,Same Day,CG-1243,Customer 1243,Corporate,United States,Los Angeles,Washington,78308,Central,TE-89780,Technology,Phones,Phones Model 459,1743.92,6,0.3,55.02
4210,CA-2017-104209,2017-10-14,2017-10-16,First Class,CG-1244,Customer 1244,Home Office,United States,Chicago,Washington,68973,Central,OF-70545,Office Supplies,Art,Art Model 762,230.35,4,0.2,28.29
4211,CA-2017-104210,2017-04-15,2017-04-17,First Class,CG-1245,Customer 1245,Consumer,United States,Chicago,California,63756,Central,OF-63791,Office Supplies,Art,Art Model 688,199.44,3,0.4,0.23
4212,CA-2014-104211,2014-10-21,2014-10-24,First Class,CG-1246,Customer 1246,Consumer,United States,Los Angeles,New York,63055,South,TE-76978,Technology,Phones,Phones Model 906,2924.97,6,0.15,512.75
4213,CA-2017-104212,2017-08-02,2017-08-03,Same Day,CG-1247,Customer 1247,Corporate,United States,Chicago,Washington,26109,Central,FU-28603,Furniture,Bookcases,Bookcases Model 797,470.2,2,0.3,-122.58
4214,CA-2014-104213,2014-04-14,2014-04-15,Same Day,CG-1248,Customer 1248,Corporate,United States,Seattle,Texas,39678,East,FU-75999,Furniture,Tables,Tables Model 454,3709.88,7,0.0,-323.8
4215,CA-2014-104214,2014-01-20,2014-01-26,Standard Class,CG-1249,Customer 1249,Consumer,United States,Houston,Florida,23390,West,TE-53397,Technology,Machines,Machines Model 629,1735.5,4,0.15,129.16
4216,CA-2016-104215,2016-02-23,2016-02-25,First Class,CG-1250,Customer 1250,Consumer,United States,New York,New York,53997,East,OF-77955,Office Supplies,Paper,Paper Model 264,219.24,4,0.2,44.6
4217,CA-2016-104216,2016-07-12,2016-07-18,Standard Class,CG-1251,Customer 1251,Home Office,United States,Chicago,Florida,82061,West,FU-70844,Furniture,Bookcases,Bookcases Model 515,864.61,2,0.0,-55.4
4218,CA-2014-104217,2014-10-20,2014-10-23,First Class,CG-1252,Customer 1252,Corporate,United States,Los Angeles,California,16690,West,OF-18151,Office Supplies,Storage,Storage Model 655,111.51,3,0.2,14.44
4219,CA-2017-104218,2017-01-18,2017-01-19,Same Day,CG-1253,Customer 1253,Corporate,United States,Houston,Florida,45524,Central,OF-84006,Office Supplies,Appliances,Appliances Model 206,60.91,1,0.0,5.5
4220,CA-2014-104219,2014-03-07,2014-03-11,Second Class,CG-1254,Customer 1254,Corporate,United States,Seattle,Florida,93364,Central,TE-25273,Technology,Machines,Machines Model 475,1015.09,6,0.3,-81.59
4221,CA-2014-104220,2014-05-05,2014-05-07,First Class,CG-1255,Customer 1255,Home Office,United States,Seattle,New York,25208,West,FU-54484,Furniture,Bookcases,Bookcases Model 206,2832.59,5,0.0,-86.73
4222,CA-2017-104221,2017-06-19,2017-06-21,Same Day,CG-1256,Customer 1256,Consumer,United States,Houston,California,83848,West,FU-53629,Furniture,Furnishings,Furnishings Model 463,974.16,2,0.4,36.17
4223,CA-2015-104222,2015-02-10,2015-02-12,First Class,CG-1257,Customer 1257,Corporate,United States,New York,Texas,73659,West,FU-22471,Furniture,Bookcases,Bookcases Model 829,2682.41,5,0.5,-657.82
4224,CA-2016-104223,2016-07-16,2016-07-21,Standard Class,CG-1258,Customer 1258,Corporate,United States,New York,New York,58032,West,OF-51822,Office Supplies,Art,Art Model 911,65.68,2,0.4,6.22
4225,CA-2016-104224,2016-10-27,2016-11-02,Standard Class,CG-1259,Customer 1259,Home Office,United States,Seattle,Washington,28972,South,TE-54001,Technology,Accessories,Accessories Model 674,2412.74,6,0.5,113.38
4226,CA-2014-104225,2014-09-25,2014-10-01,Standard Class,CG-1260,Customer 1260,Corporate,United States,New York,Florida,14917,Central,OF-88865,Office Supplies,Binders,Binders Model 379,152.22,4,0.4,-1.08
4227,CA-2017-104226,2017-12-13,2017-12-18,Standard Class,CG-1261,Customer 1261,Corporate,United States,New York,California,43153,Central,OF-96777,Office Supplies,Storage,Storage Model 973,247.01,6,0.0,27.4
4228,CA-2016-104227,2016-03-25,2016-03-27,First Class,CG-1262,Customer 1262,Home Office,United States,Chicago,California,70967,South,OF-73004,Office Supplies,Labels,Labels Model 843,175.1,3,0.15,28.03
4229,CA-2014-104228,2014-09-02,2014-09-08,Standard Class,CG-1263,Customer 1263,Consumer,United States,New York,California,51131,West,TE-86869,Technology,Phones,Phones Model 819,1728.59,7,0.15,285.12
4230,CA-2017-104229,2017-06-25,2017-06-27,First Class,CG-1264,Customer 1264,Corporate,United States,Seattle,Texas,11526,Central,TE-95316,Technology,Copiers,Copiers Model 476,333.25,1,0.0,106.25
4231,CA-2016-104230,2016-09-20,2016-09-22,First Class,CG-1265,Customer 1265,Corporate,United States,Seattle,Florida,39058,West,TE-57999,Technology,Phones,Phones Model 720,512.86,1,0.0,114.02
4232,CA-2015-104231,2015-06-24,2015-06-27,First Class,CG-1266,Customer 1266,Corporate,United States,New York,Florida,56241,South,OF-95331,Office Supplies,Storage,Storage Model 422,186.24,6,0.4,3.9
4233,CA-2014-104232,2014-01-19,2014-01-22,First Class,CG-1267,Customer 1267,Consumer,United States,Chicago,Texas,26040,East,TE-75443,Technology,Machines,Machines Model 574,417.46,1,0.0,39.67
4234,CA-2017-104233,2017-11-21,2017-11-25,Second Class,CG-1268,Customer 1268,Consumer,United States,Los Angeles,California,66211,West,OF-47145,Office Supplies,Labels,Labels Model 342,69.74,3,0.0,17.98
4235,CA-2016-104234,2016-03-04,2016-03-09,Standard Class,CG-1269,Customer 1269,Home Office,United States,New York,California,27340,Central,TE-83872,Technology,Machines,Machines Model 708,2269.03,5,0.2,-95.49
4236,CA-2014-104235,2014-11-11,2014-11-16,Standard Class,CG-1270,Customer 1270,Corporate,United States,Chicago,Florida,45110,South,OF-74143,Office Supplies,Envelopes,Envelopes Model 443,148.74,3,0.2,26.49
4237,CA-2014-104236,2014-06-12,2014-06-18,Standard Class,CG-1271,Customer 1271,Corporate,United States,Houston,New York,68487,Central,OF-20401,Office Supplies,Storage,Storage Model 773,278.57,4,0.2,5.49
4238,CA-2015-104237,2015-09-03,2015-09-04,Same Day,CG-1272,Customer 1272,Corporate,United States,New York,California,23459,Central,TE-81182,Technology,Machines,Machines Model 331,739.34,2,0.1,-11.87
4239,CA-2015-104238,2015-08-24,2015-08-28,Second Class,CG-1273,Customer 1273,Home Office,United States,Seattle,Texas,22191,West,TE-17650,Technology,Accessories,Accessories Model 567,429.79,2,0.2,82.38
4240,CA-2016-104239,2016-12-17,2016-12-23,Standard Class,CG-1274,Customer 1274,Consumer,United States,Los Angeles,New York,58779,East,OF-91433,Office Supplies,Paper,Paper Model 763,392.91,7,0.4,52.55
4241,CA-2015-104240,2015-09-14,2015-09-16,Same Day,CG-1275,Customer 1275,Corporate,United States,Chicago,California,45743,South,OF-44580,Office Supplies,Storage,Storage Model 625,323.6,6,0.0,46.66
4242,CA-2014-104241,2014-02-12,2014-02-15,First Class,CG-1276,Customer 1276,Home Office,United States,Houston,Florida,65978,Central,TE-47365,Technology,Machines,Machines Model 761,466.75,2,0.5,-68.58
4243,CA-2017-104242,2017-09-04,2017-09-07,First Class,CG-1277,Customer 1277,Consumer,United States,Houston,Florida,42866,South,OF-57598,Office Supplies,Binders,Binders Model 388,46.97,1,0.4,1.5
4244,CA-2014-104243,2014-01-02,2014-01-05,First Class,CG-1278,Customer 1278,Corporate,United States,New York,Washington,65304,Central,OF-52329,Office Supplies,Labels,Labels Model 545,527.48,7,0.0,73.65
4245,CA-2016-104244,2016-08-07,2016-08-13,Standard Class,CG-1279,Customer 1279,Home Office,United States,New York,Florida,88512,West,OF-14697,Office Supplies,Binders,Binders Model 704,206.52,5,0.1,38.06
4246,CA-2015-104245,2015-10-10,2015-10-14,Second Class,CG-1280,Customer 1280,Home Office,United States,Seattle,Texas,79078,South,FU-23669,Furniture,Furnishings,Furnishings Model 557,1575.85,7,0.0,249.71
4247,CA-2017-104246,2017-03-15,2017-03-19,Second Class,CG-1281,Customer 1281,Consumer,United States,Houston,New York,70167,East,FU-85404,Furniture,Chairs,Chairs Model 283,1593.5,7,0.4,-45.47
4248,CA-2016-104247,2016-01-14,2016-01-16,First Class,CG-1282,Customer 1282,Home Office,United States,Houston,Texas,62367,East,TE-73629,Technology,Copiers,Copiers Model 440,339.82,1,0.5,63.48
4249,CA-2014-104248,2014-12-17,2014-12-21,Second Class,CG-1283,Customer 1283,Home Office,United States,Chicago,Florida,24162,Central,TE-51697,Technology,Machines,Machines Model 147,1098.96,3,0.4,-134.64
4250,CA-2015-104249,2015-01-24,2015-01-29,Standard Class,CG-1284,Customer 1284,Corporate,United States,Houston,California,96248,Central,FU-31264,Furniture,Furnishings,Furnishings Model 864,1346.41,6,0.15,28.84
4251,CA-2015-104250,2015-01-03,2015-01-06,Second Class,CG-1285,Customer 1285,Consumer,United States,Houston,Washington,34838,Central,OF-39072,Office Supplies,Envelopes,Envelopes Model 333,203.88,5,0.5,2.93
4252,CA-2016-104251,2016-05-17,2016-05-20,Second Class,CG-1286,Customer 1286,Consumer,United States,Seattle,California,46204,West,OF-88701,Office Supplies,Paper,Paper Model 977,31.78,1,0.15,7.28
4253,CA-2017-104252,2017-12-07,2017-12-11,Second Class,CG-1287,Customer 1287,Home Office,United States,New York,Texas,28196,West,OF-73983,Office Supplies,Envelopes,Envelopes Model 998,259.77,6,0.4,40.41
4254,CA-2014-104253,2014-07-08,2014-07-10,Same Day,CG-1288,Customer 1288,Corporate,United States,Seattle,New York,13703,East,FU-70949,Furniture,Chairs,Chairs Model 786,1534.72,4,0.4,-47.91
4255,CA-2014-104254,2014-10-09,2014-10-13,Second Class,CG-1289,Customer 1289,Home Office,United States,Chicago,Texas,78966,South,TE-53403,Technology,Phones,Phones Model 898,331.26,1,0.3,30.91
4256,CA-2015-104255,2015-04-07,2015-04-11,Second Class,CG-1290,Customer 1290,Home Office,United States,Chicago,New York,67470,West,OF-47088,Office Supplies,Binders,Binders Model 886,74.68,2,0.2,12.36
4257,CA-2015-104256,2015-04-13,2015-04-18,Standard Class,CG-1291,Customer 1291,Corporate,United States,New York,Texas,51237,Central,TE-95093,Technology,Copiers,Copiers Model 893,828.72,5,0.1,240.23
4258,CA-2014-104257,2014-09-18,2014-09-21,Second Class,CG-1292,Customer 1292,Home Office,United States,Chicago,Florida,57999,Central,OF-53073,Office Supplies,Storage,Storage Model 334,226.45,7,0.2,6.6
4259,CA-2015-104258,2015-09-15,2015-09-16,Same Day,CG-1293,Customer 1293,Home Office,United States,Los Angeles,New York,61461,East,OF-22737,Office Supplies,Paper,Paper Model 976,453.07,7,0.3,64.8
4260,CA-2016-104259,2016-11-08,2016-11-12,Second Class,CG-1294,Customer 1294,Consumer,United States,Houston,Texas,41757,South,TE-44658,Technology,Machines,Machines Model 606,1591.22,4,0.15,23.54
4261,CA-2014-104260,2014-02-25,2014-03-03,Standard Class,CG-1295,Customer 1295,Corporate,United States,New York,Washington,62631,West,FU-70974,Furniture,Bookcases,Bookcases Model 181,1047.77,3,0.4,-211.59
4262,CA-2015-104261,2015-04-20,2015-04-22,Same Day,CG-1296,Customer 1296,Home Office,United States,New York,Washington,97581,West,OF-88001,Office Supplies,Storage,Storage Model 545,53.58,1,0.15,8.44
4263,CA-2016-104262,2016-11-04,2016-11-06,Same Day,CG-1297,Customer 1297,Corporate,United States,Los Angeles,Washington,47380,East,OF-29446,Office Supplies,Appliances,Appliances Model 418,132.96,3,0.2,11.02
4264,CA-2016-104263,2016-02-13,2016-02-19,Standard Class,CG-1298,Customer 1298,Home Office,United States,Seattle,California,61580,South,TE-13379,Technology,Machines,Machines Model 622,1319.36,3,0.5,-96.37
4265,CA-2015-104264,2015-04-06,2015-04-09,First Class,CG-1299,Customer 1299,Corporate,United States,Chicago,California,84784,South,FU-38682,Furniture,Bookcases,Bookcases Model 606,479.31,1,0.1,-53.47
4266,CA-2015-104265,2015-01-08,2015-01-11,Second Class,CG-1300,Customer 1300,Home Office,United States,Chicago,Washington,29789,South,OF-51772,Office Supplies,Appliances,Appliances Model 260,61.15,1,0.15,4.58
4267,CA-2015-104266,2015-06-06,2015-06-07,Same Day,CG-1301,Customer 1301,Corporate,United States,Houston,Florida,39270,Central,TE-41827,Technology,Machines,Machines Model 707,1951.94,7,0.5,-252.68
4268,CA-2014-104267,2014-01-03,2014-01-06,First Class,CG-1302,Customer 1302,Consumer,United States,New York,Texas,22617,East,OF-37150,Office Supplies,Art,Art Model 218,224.42,4,0.5,14.22
4269,CA-2014-104268,2014-01-23,2014-01-28,Standard Class,CG-1303,Customer 1303,Consumer,United States,Houston,Washington,51940,West,FU-99591,Furniture,Tables,Tables Model 409,3210.55,7,0.4,-671.88
4270,CA-2017-104269,2017-12-04,2017-12-06,Same Day,CG-1304,Customer 1304,Consumer,United States,New York,New York,22854,West,OF-79500,Office Supplies,Labels,Labels Model 864,140.18,4,0.4,17.38
4271,CA-2016-104270,2016-08-16,2016-08-18,First Class,CG-1305,Customer 1305,Home Office,United States,Los Angeles,California,95961,South,OF-91753,Office Supplies,Storage,Storage Model 855,178.98,3,0.15,13.48
4272,CA-2016-104271,2016-04-10,2016-04-13,First Class,CG-1306,Customer 1306,Corporate,United States,Chicago,California,46157,Central,OF-87470,Office Supplies,Labels,Labels Model 299,150.59,4,0.3,3.97
4273,CA-2014-104272,2014-11-21,2014-11-26,Standard Class,CG-1307,Customer 1307,Corporate,United States,Los Angeles,Washington,88446,West,OF-49365,Office Supplies,Binders,Binders Model 278,216.39,6,0.2,36.41
4274,CA-2017-104273,2017-06-08,2017-06-11,Second Class,CG-1308,Customer 1308,Home Office,United States,New York,California,46754,East,OF-95233,Office Supplies,Paper,Paper Model 196,210.53,6,0.2,38.66
4275,CA-2016-104274,2016-06-14,2016-06-17,First Class,CG-1309,Customer 1309,Consumer,United States,New York,Florida,97141,West,FU-89414,Furniture,Tables,Tables Model 414,1886.03,6,0.4,-358.69
4276,CA-2017-104275,2017-11-24,2017-11-30,Standard Class,CG-1310,Customer 1310,Corporate,United States,Chicago,New York,70211,East,OF-36065,Office Supplies,Labels,Labels Model 751,210.35,6,0.15,35.81
4277,CA-2014-104276,2014-07-12,2014-07-17,Standard Class,CG-1311,Customer 1311,Consumer,United States,Los Angeles,Texas,21767,South,OF-99067,Office Supplies,Appliances,Appliances Model 858,225.11,4,0.5,-10.58
4278,CA-2017-104277,2017-04-08,2017-04-11,Second Class,CG-1312,Customer 1312,Home Office,United States,New York,California,10678,South,OF-22137,Office Supplies,Envelopes,Envelopes Model 666,352.51,7,0.1,70.17
4279,CA-2017-104278,2017-12-07,2017-12-13,Standard Class,CG-1313,Customer 1313,Home Office,United States,Houston,Washington,68114,West,FU-67410,Furniture,Bookcases,Bookcases Model 521,2534.63,6,0.0,-70.52
4280,CA-2017-104279,2017-04-26,2017-04-29,Second Class,CG-1314,Customer 1314,Consumer,United States,Houston,California,81994,East,TE-60594,Technology,Copiers,Copiers Model 404,1939.46,5,0.5,391.95
4281,CA-2015-104280,2015-01-26,2015-01-30,Second Class,CG-1315,Customer 1315,Consumer,United States,Los Angeles,New York,93370,South,OF-64313,Office Supplies,Storage,Storage Model 284,21.92,1,0.4,0.16
4282,CA-2017-104281,2017-04-09,2017-04-14,Standard Class,CG-1316,Customer 1316,Consumer,United States,Seattle,Florida,13874,East,OF-53507,Office Supplies,Storage,Storage Model 159,329.6,6,0.4,19.37
4283,CA-2014-104282,2014-07-04,2014-07-06,Same Day,CG-1317,Customer 1317,Home Office,United States,Los Angeles,Washington,31831,West,FU-69096,Furniture,Tables,Tables Model 566,327.95,1,0.3,-50.66
4284,CA-2015-104283,2015-12-21,2015-12-24,Second Class,CG-1318,Customer 1318,Corporate,United States,Los Angeles,Washington,75661,South,OF-63439,Office Supplies,Paper,Paper Model 313,279.96,7,0.0,66.45
4285,CA-2014-104284,2014-12-26,2014-12-29,First Class,CG-1319,Customer 1319,Consumer,United States,Chicago,Texas,60657,West,OF-49800,Office Supplies,Labels,Labels Model 296,27.44,1,0.1,6.38
4286,CA-2016-104285,2016-01-04,2016-01-06,First Class,CG-1320,Customer 1320,Consumer,United States,Los Angeles,New York,42651,Central,OF-38321,Office Supplies,Envelopes,Envelopes Model 235,40.62,1,0.0,7.03
4287,CA-2014-104286,2014-06-25,2014-06-26,Same Day,CG-1321,Customer 1321,Home Office,United States,New York,Texas,96899,South,TE-22418,Technology,Copiers,Copiers Model 178,606.52,2,0.2,158.54
4288,CA-2016-104287,2016-01-17,2016-01-18,Same Day,CG-1322,Customer 1322,Home Office,United States,Los Angeles,New York,42023,Central,OF-89351,Office Supplies,Storage,Storage Model 436,162.7,4,0.1,11.62
4289,CA-2017-104288,2017-10-24,2017-10-25,Same Day,CG-1323,Customer 1323,Corporate,United States,Los Angeles,Washington,10918,Central,FU-58043,Furniture,Furnishings,Furnishings Model 175,1620.0,5,0.0,115.18
4290,CA-2017-104289,2017-09-04,2017-09-08,Second Class,CG-1324,Customer 1324,Home Office,United States,Houston,California,98272,Central,OF-15690,Office Supplies,Storage,Storage Model 711,114.13,2,0.1,6.14
4291,CA-2014-104290,2014-07-22,2014-07-24,First Class,CG-1325,Customer 1325,Consumer,United States,New York,Washington,57111,East,FU-71213,Furniture,Chairs,Chairs Model 685,1842.39,3,0.0,229.2
4292,CA-2017-104291,2017-03-27,2017-04-02,Standard Class,CG-1326,Customer 1326,Corporate,United States,Houston,New York,44532,East,OF-31571,Office Supplies,Envelopes,Envelopes Model 561,301.15,5,0.3,45.85
4293,CA-2017-104292,2017-08-25,2017-08-30,Standard Class,CG-1327,Customer 1327,Corporate,United States,Seattle,Florida,24735,West,TE-62595,Technology,Copiers,Copiers Model 473,1048.78,6,0.1,386.93
4294,CA-2016-104293,2016-10-08,2016-10-09,Same Day,CG-1328,Customer 1328,Home Office,United States,Chicago,Florida,64097,South,OF-67513,Office Supplies,Paper,Paper Model 879,330.09,5,0.1,71.14
4295,CA-2014-104294,2014-08-01,2014-08-07,Standard Class,CG-1329,Customer 1329,Corporate,United States,Los Angeles,New York,53376,East,FU-88208,Furniture,Tables,Tables Model 670,1554.82,5,0.0,-106.4
4296,CA-2014-104295,2014-08-11,2014-08-14,Second Class,CG-1330,Customer 1330,Corporate,United States,New York,California,41376,South,TE-29512,Technology,Phones,Phones Model 625,747.1,2,0.1,123.03
4297,CA-2015-104296,2015-05-01,2015-05-06,Standard Class,CG-1331,Customer 1331,Home Office,United States,Seattle,Florida,52252,Central,TE-79631,Technology,Machines,Machines Model 443,749.55,5,0.2,-15.01
4298,CA-2015-104297,2015-04-22,2015-04-24,First Class,CG-1332,Customer 1332,Home Office,United States,Seattle,Washington,15221,South,OF-44986,Office Supplies,Envelopes,Envelopes Model 464,292.93,4,0.1,64.74
4299,CA-2017-104298,2017-06-27,2017-06-30,Second Class,CG-1333,Customer 1333,Home Office,United States,Houston,Washington,27685,Central,FU-72784,Furniture,Bookcases,Bookcases Model 183,1125.76,5,0.5,-385.94
4300,CA-2016-104299,2016-08-08,2016-08-12,Second Class,CG-1334,Customer 1334,Corporate,United States,Houston,Washington,75131,South,OF-71330,Office Supplies,Art,Art Model 925,364.92,6,0.5,6.13
4301,CA-2014-104300,2014-03-25,2014-03-29,Second Class,CG-1335,Customer 1335,Consumer,United States,Chicago,California,13331,East,OF-87518,Office Supplies,Labels,Labels Model 574,132.79,3,0.0,29.22
4302,CA-2017-104301,2017-06-05,2017-06-08,Second Class,CG-1336,Customer 1336,Corporate,United States,Seattle,Florida,51335,Central,TE-57782,Technology,Copiers,Copiers Model 545,189.87,1,0.15,47.73
4303,CA-2014-104302,2014-09-05,2014-09-10,Standard Class,CG-1337,Customer 1337,Home Office,United States,Houston,New York,12562,South,FU-93951,Furniture,Furnishings,Furnishings Model 211,353.0,1,0.0,45.54
4304,CA-2017-104303,2017-04-13,2017-04-15,Same Day,CG-1338,Customer 1338,Consumer,United States,New York,Washington,90351,East,TE-69060,Technology,Copiers,Copiers Model 471,353.5,1,0.15,97.94
4305,CA-2015-104304,2015-09-21,2015-09-23,First Class,CG-1339,Customer 1339,Consumer,United States,Seattle,Washington,73719,East,TE-22906,Technology,Copiers,Copiers Model 568,1638.03,4,0.15,518.41
4306,CA-2017-104305,2017-10-19,2017-10-20,Same Day,CG-1340,Customer 1340,Corporate,United States,Seattle,Florida,99505,South,TE-33354,Technology,Phones,Phones Model 995,536.3,3,0.15,78.61
4307,CA-2017-104306,2017-09-20,2017-09-22,Same Day,CG-1341,Customer 1341,Corporate,United States,Los Angeles,Washington,97254,South,OF-67642,Office Supplies,Storage,Storage Model 160,271.16,4,0.15,31.18
4308,CA-2014-104307,2014-09-20,2014-09-24,Second Class,CG-1342,Customer 1342,Corporate,United States,Chicago,Florida,76069,East,TE-61143,Technology,Phones,Phones Model 282,1886.7,7,0.0,368.98
4309,CA-2017-104308,2017-10-03,2017-10-04,Same Day,CG-1343,Customer 1343,Consumer,United States,Los Angeles,Texas,93876,South,OF-94708,Office Supplies,Storage,Storage Model 298,480.08,7,0.15,48.35
4310,CA-2014-104309,2014-02-10,2014-02-16,Standard Class,CG-1344,Customer 1344,Consumer,United States,Houston,California,49351,South,OF-36796,Office Supplies,Art,Art Model 768,40.14,1,0.5,1.67
4311,CA-2017-104310,2017-05-20,2017-05-26,Standard Class,CG-1345,Customer 1345,Corporate,United States,Los Angeles,Florida,40040,East,TE-13347,Technology,Accessories,Accessories Model 425,2086.44,6,0.1,438.26
4312,CA-2016-104311,2016-08-06,2016-08-10,Second Class,CG-1346,Customer 1346,Home Office,United States,New York,Washington,70730,West,OF-17474,Office Supplies,Paper,Paper Model 208,146.13,2,0.0,44.4
4313,CA-2016-104312,2016-06-26,2016-06-30,Second Class,CG-1347,Customer 1347,Home Office,United States,Los Angeles,Florida,86471,Central,OF-88667,Office Supplies,Art,Art Model 177,35.58,1,0.0,5.09
4314,CA-2016-104313,2016-12-06,2016-12-09,First Class,CG-1348,Customer 1348,Home Office,United States,Chicago,Florida,53090,Central,FU-85663,Furniture,Furnishings,Furnishings Model 622,457.3,1,0.5,-51.94
4315,CA-2017-104314,2017-04-25,2017-04-29,Second Class,CG-1349,Customer 1349,Consumer,United States,Seattle,Texas,41832,Central,TE-83881,Technology,Accessories,Accessories Model 693,340.82,1,0.0,58.74
4316,CA-2015-104315,2015-08-13,2015-08-19,Standard Class,CG-1350,Customer 1350,Corporate,United States,New York,Texas,78515,South,OF-21868,Office Supplies,Art,Art Model 838,128.26,5,0.15,22.42
4317,CA-2017-104316,2017-11-08,2017-11-11,First Class,CG-1351,Customer 1351,Corporate,United States,Los Angeles,New York,74875,West,FU-97995,Furniture,Tables,Tables Model 739,981.79,5,0.1,-101.1
4318,CA-2017-104317,2017-04-06,2017-04-10,Second Class,CG-1352,Customer 1352,Corporate,United States,Los Angeles,Florida,75039,South,OF-58852,Office Supplies,Paper,Paper Model 369,43.98,1,0.1,8.89
4319,CA-2014-104318,2014-11-20,2014-11-26,Standard Class,CG-1353,Customer 1353,Corporate,United States,Houston,New York,39371,East,TE-67928,Technology,Copiers,Copiers Model 910,899.02,2,0.4,209.5
4320,CA-2017-104319,2017-06-16,2017-06-18,First Class,CG-1354,Customer 1354,Consumer,United States,Los Angeles,California,19109,East,TE-21435,Technology,Phones,Phones Model 519,1266.63,3,0.2,176.79
4321,CA-2014-104320,2014-07-15,2014-07-18,First Class,CG-1355,Customer 1355,Corporate,United States,Seattle,Texas,49595,South,FU-15945,Furniture,Chairs,Chairs Model 536,368.36,1,0.2,14.04
4322,CA-2016-104321,2016-06-22,2016-06-25,Second Class,CG-1356,Customer 1356,Corporate,United States,Chicago,New York,30490,East,TE-79475,Technology,Phones,Phones Model 677,1296.57,4,0.2,192.78
4323,CA-2016-104322,2016-06-24,2016-06-26,Same Day,CG-1357,Customer 1357,Home Office,United States,Seattle,Texas,59927,West,FU-74144,Furniture,Bookcases,Bookcases Model 610,2436.0,6,0.2,-231.53
4324,CA-2016-104323,2016-12-02,2016-12-03,Same Day,CG-1358,Customer 1358,Consumer,United States,Seattle,Florida,40977,South,OF-33665,Office Supplies,Art,Art Model 932,259.58,4,0.5,10.81
4325,CA-2016-104324,2016-04-27,2016-05-03,Standard Class,CG-1359,Customer 1359,Corporate,United States,Seattle,California,90922,East,OF-40714,Office Supplies,Appliances,Appliances Model 100,24.45,1,0.0,3.79
4326,CA-2017-104325,2017-04-24,2017-04-29,Standard Class,CG-1360,Customer 1360,Corporate,United States,Chicago,New York,27466,East,FU-15692,Furniture,Furnishings,Furnishings Model 505,464.9,1,0.0,73.15
4327,CA-2016-104326,2016-10-04,2016-10-07,Second Class,CG-1361,Customer 1361,Corporate,United States,Chicago,Washington,89077,Central,TE-81263,Technology,Copiers,Copiers Model 829,247.46,1,0.2,49.11
4328,CA-2015-104327,2015-11-09,2015-11-13,Second Class,CG-1362,Customer 1362,Consumer,United States,New York,Texas,70593,South,OF-38124,Office Supplies,Art,Art Model 534,105.42,2,0.5,5.66
4329,CA-2015-104328,2015-05-05,2015-05-08,Second Class,CG-1363,Customer 1363,Corporate,United States,Seattle,New York,30510,West,OF-19592,Office Supplies,Envelopes,Envelopes Model 137,91.27,2,0.4,12.82
4330,CA-2017-104329,2017-05-13,2017-05-19,Standard Class,CG-1364,Customer 1364,Consumer,United States,New York,Florida,86132,Central,OF-40363,Office Supplies,Binders,Binders Model 732,109.05,2,0.3,1.54
4331,CA-2015-104330,2015-04-15,2015-04-20,Standard Class,CG-1365,Customer 1365,Home Office,United States,Chicago,Washington,41701,South,FU-70109,Furniture,Furnishings,Furnishings Model 967,1764.85,4,0.4,-68.75
